gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B	CD14	CD4T	CD8T	DCs	FGR3	Mega	NK
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-CS016DD08B8	ADORA2B	0.0	0.011	0.001	0.0	0.01	0.006	0.0	0.0
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-CS0D17EA793	ADORA2B	0.0	0.011	0.001	0.0	0.01	0.006	0.0	0.0
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-CS0985F2C10	ADORA2B	0.0	0.011	0.001	0.0	0.01	0.006	0.0	0.0
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS08C884E97	ADORA2B	0.0	0.011	0.001	0.0	0.01	0.006	0.0	0.0
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-CS07905F8F4	ADORA3	0.002	0.038	0.0	0.0	0.009	0.013	0.0	0.0
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-CS04EFAFF1F	ADORA3	0.002	0.038	0.0	0.0	0.009	0.013	0.0	0.0
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-CS08D35C881	ADORA3	0.002	0.038	0.0	0.0	0.009	0.013	0.0	0.0
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-CS0F953F172	ADORA3	0.002	0.038	0.0	0.0	0.009	0.013	0.0	0.0
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-SS0276D5C7E	ADORA3	0.002	0.038	0.0	0.0	0.009	0.013	0.0	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS085B8BFD8	ADRB2	0.019	0.004	0.007	0.159	0.0	0.015	0.0	0.082
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS0E8897714	ADRB2	0.019	0.004	0.007	0.159	0.0	0.015	0.0	0.082
MC1R	Q01726	False	MSHR_HUMAN		CPI-SS019ABECEC	MC1R	0.002	0.0	0.001	0.003	0.0	0.004	0.0	0.003
MC1R	Q01726	False	MSHR_HUMAN		CPI-SS00BD8FF72	MC1R	0.002	0.0	0.001	0.003	0.0	0.004	0.0	0.003
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0593F278B	PTPRS	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS064D15A83	PTPRS	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0EEF491E3	PTPRS	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0
CD74	P04233	False	HG2A_HUMAN		CPI-SS080C81D37	CD74	4.591	2.503	0.693	1.154	4.905	2.888	1.166	1.319
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	FPR2	0.002	0.102	0.001	0.0	0.005	0.184	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	FPR2	0.002	0.102	0.001	0.0	0.005	0.184	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS05B2931D3	FPR2	0.002	0.102	0.001	0.0	0.005	0.184	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-CS0C94B5884	FPR2	0.002	0.102	0.001	0.0	0.005	0.184	0.0	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-CS0FC36F030	FPR2	0.002	0.102	0.001	0.0	0.005	0.184	0.0	0.0
PLXNA4	Q9HCM2	False	PLXA4_HUMAN		CPI-SS0CB6F5575	PLXNA4	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.008
PLXNA4	Q9HCM2	False	PLXA4_HUMAN		CPI-SS0DF830287	PLXNA4	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.008
SORL1	Q92673	False	SORL_HUMAN		CPI-SS07ACDDCD6	SORL1	0.087	0.204	0.072	0.092	0.224	0.181	0.0	0.157
TNFRSF21	O75509	False	TNR21_HUMAN		CPI-SS097A84265	TNFRSF21	0.005	0.01	0.0	0.0	0.056	0.003	0.0	0.0
TNFRSF21	O75509	False	TNR21_HUMAN		CPI-SS012E7C8B8	TNFRSF21	0.005	0.01	0.0	0.0	0.056	0.003	0.0	0.0
VDR	P11473	False	VDR_HUMAN		CPI-CS01DAEDE79	VDR	0.0	0.069	0.004	0.0	0.03	0.047	0.0	0.002
ESR1	P03372	False	ESR1_HUMAN		CPI-CS029C8858F	ESR1	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
ESR1	P03372	False	ESR1_HUMAN		CPI-CS09B8977D7	ESR1	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
ESR1	P03372	False	ESR1_HUMAN		CPI-CS0168A25C9	ESR1	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
ESR2	Q92731	False	ESR2_HUMAN		CPI-CS0B87D36A1	ESR2	0.014	0.0	0.004	0.0	0.0	0.0	0.0	0.003
ESR2	Q92731	False	ESR2_HUMAN		CPI-CS0A04F7238	ESR2	0.014	0.0	0.004	0.0	0.0	0.0	0.0	0.003
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0DAC88EFA	GPER1	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0B08AEA2D	GPER1	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	FPR1	0.003	0.558	0.002	0.003	0.157	0.44	0.0	0.002
FPR3	P25089	False	FPR3_HUMAN		CPI-SS06CCF5A54	FPR3	0.001	0.384	0.0	0.0	0.347	0.094	0.0	0.0
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0EEECE1C4	FPR3	0.001	0.384	0.0	0.0	0.347	0.094	0.0	0.0
ABCA1	O95477	False	ABCA1_HUMAN		CPI-SS015B29D3F	ABCA1	0.002	0.057	0.001	0.0	0.006	0.02	0.0	0.003
CNR1	P21554	False	CNR1_HUMAN		CPI-CS03629A52A	CNR1	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNR1	P21554	False	CNR1_HUMAN		CPI-CS007D418BE	CNR1	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNR2	P34972	False	CNR2_HUMAN		CPI-CS0C6F86DF5	CNR2	0.029	0.002	0.0	0.0	0.0	0.0	0.0	0.008
CNR2	P34972	False	CNR2_HUMAN		CPI-CS030959ED1	CNR2	0.029	0.002	0.0	0.0	0.0	0.0	0.0	0.008
GPR55	Q9Y2T6	False	GPR55_HUMAN		CPI-CS045C37E64	GPR55	0.004	0.0	0.003	0.003	0.008	0.0	0.0	0.011
GPR55	Q9Y2T6	False	GPR55_HUMAN		CPI-CS01F7D06F1	GPR55	0.004	0.0	0.003	0.003	0.008	0.0	0.0	0.011
SORT1	Q99523	False	SORT_HUMAN		CPI-SS02A53F29E	SORT1	0.0	0.01	0.0	0.0	0.011	0.076	0.0	0.003
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0E3AA6B7B	NTRK2	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS09DAE86C9	CCR3	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0223F2B31	CCR3	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS01FCCEBB9	CCR3	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS08BFF4F9B	CCR3	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0C6311D2D	CCR3	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	CCR3	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS008CEEAB9	CCR3	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0DF6991A8	CCR3	0.001	0.0	0.001	0.002	0.0	0.0	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	DPP4	0.004	0.0	0.04	0.011	0.0	0.003	0.122	0.003
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	DPP4	0.004	0.0	0.04	0.011	0.0	0.003	0.122	0.003
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CC738ABC	DPP4	0.004	0.0	0.04	0.011	0.0	0.003	0.122	0.003
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0B1B18F2D	DPP4	0.004	0.0	0.04	0.011	0.0	0.003	0.122	0.003
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0CDAC688B	DPP4	0.004	0.0	0.04	0.011	0.0	0.003	0.122	0.003
DPP4	P27487	False	DPP4_HUMAN		CPI-SS068BC31E4	DPP4	0.004	0.0	0.04	0.011	0.0	0.003	0.122	0.003
CCR2	P41597	False	CCR2_HUMAN		CPI-SS02647DD07	CCR2	0.002	0.041	0.002	0.0	0.042	0.005	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	CCR2	0.002	0.041	0.002	0.0	0.042	0.005	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0C2E7931B	CCR2	0.002	0.041	0.002	0.0	0.042	0.005	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0F5AA0D9B	CCR2	0.002	0.041	0.002	0.0	0.042	0.005	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS019381277	CCR2	0.002	0.041	0.002	0.0	0.042	0.005	0.0	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A76E2CE9	CCR1	0.005	0.413	0.004	0.003	0.181	0.149	0.0	0.006
CCR1	P32246	False	CCR1_HUMAN		CPI-SS049DF2278	CCR1	0.005	0.413	0.004	0.003	0.181	0.149	0.0	0.006
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0F06E4B3F	CCR1	0.005	0.413	0.004	0.003	0.181	0.149	0.0	0.006
CCR1	P32246	False	CCR1_HUMAN		CPI-SS08DA48A5A	CCR1	0.005	0.413	0.004	0.003	0.181	0.149	0.0	0.006
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0817CE2B3	CCR1	0.005	0.413	0.004	0.003	0.181	0.149	0.0	0.006
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	CCR1	0.005	0.413	0.004	0.003	0.181	0.149	0.0	0.006
CCR1	P32246	False	CCR1_HUMAN		CPI-SS02CC53E89	CCR1	0.005	0.413	0.004	0.003	0.181	0.149	0.0	0.006
CCR1	P32246	False	CCR1_HUMAN		CPI-SS087054090	CCR1	0.005	0.413	0.004	0.003	0.181	0.149	0.0	0.006
CCR4	P51679	False	CCR4_HUMAN		CPI-SS052B38F1C	CCR4	0.002	0.001	0.02	0.003	0.0	0.0	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	CCR4	0.002	0.001	0.02	0.003	0.0	0.0	0.0	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS09239FB26	CCR7	2.193	0.1	1.901	0.092	1.766	0.096	1.259	0.19
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS0605AC9BF	CCRL2	0.004	0.306	0.01	0.029	0.191	0.296	0.0	0.019
CCR6	P51684	False	CCR6_HUMAN		CPI-SS0079E2156	CCR6	0.114	0.001	0.043	0.005	0.005	0.0	0.0	0.0
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0BFCF6B11	CCR10	0.002	0.001	0.0	0.003	0.0	0.0	0.0	0.002
CCR10	P46092	False	CCR10_HUMAN		CPI-SS0BCCA6596	CCR10	0.002	0.001	0.0	0.003	0.0	0.0	0.0	0.002
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C090A257	CCR5	0.003	0.214	0.011	0.095	0.151	0.086	0.0	0.013
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0D1D95883	CCR5	0.003	0.214	0.011	0.095	0.151	0.086	0.0	0.013
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0B01D306C	CCR5	0.003	0.214	0.011	0.095	0.151	0.086	0.0	0.013
CCR5	P51681	False	CCR5_HUMAN		CPI-SS09C16258E	CCR5	0.003	0.214	0.011	0.095	0.151	0.086	0.0	0.013
CCR5	P51681	False	CCR5_HUMAN		CPI-SS0C30EC0DE	CCR5	0.003	0.214	0.011	0.095	0.151	0.086	0.0	0.013
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0C491A3C1	CXCR2	0.0	0.001	0.0	0.0	0.007	0.0	0.0	0.003
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS08102DC9E	CXCR2	0.0	0.001	0.0	0.0	0.007	0.0	0.0	0.003
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS0F562FEA5	CXCR2	0.0	0.001	0.0	0.0	0.007	0.0	0.0	0.003
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS09185EA8F	CXCR2	0.0	0.001	0.0	0.0	0.007	0.0	0.0	0.003
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS00270ECE6	CXCR2	0.0	0.001	0.0	0.0	0.007	0.0	0.0	0.003
CXCR2	P25025	False	CXCR2_HUMAN		CPI-SS093B46106	CXCR2	0.0	0.001	0.0	0.0	0.007	0.0	0.0	0.003
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	CXCR3	0.022	0.013	0.171	0.791	0.155	0.009	0.0	0.672
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09FAC4977	CXCR3	0.022	0.013	0.171	0.791	0.155	0.009	0.0	0.672
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS09A1EB4B3	CXCR3	0.022	0.013	0.171	0.791	0.155	0.009	0.0	0.672
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS01A6823FA	CXCR3	0.022	0.013	0.171	0.791	0.155	0.009	0.0	0.672
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS0747FCACD	ACKR3	0.0	0.002	0.0	0.01	0.0	0.0	0.0	0.0
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	CXCR4	3.014	0.818	2.304	2.622	1.441	1.241	1.457	2.521
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	CXCR5	0.077	0.0	0.006	0.003	0.02	0.0	0.0	0.0
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS0B1535576	CXCR6	0.001	0.005	0.027	0.093	0.0	0.0	0.0	0.013
RORA	P35398	False	RORA_HUMAN		CPI-CS0406B0B69	RORA	0.029	0.014	0.245	0.355	0.041	0.012	0.134	0.21
RORA	P35398	False	RORA_HUMAN		CPI-CS0D81115C8	RORA	0.029	0.014	0.245	0.355	0.041	0.012	0.134	0.21
RORA	P35398	False	RORA_HUMAN		CPI-CS06C6527F4	RORA	0.029	0.014	0.245	0.355	0.041	0.012	0.134	0.21
RORC	P51449	False	RORG_HUMAN		CPI-CS0F51152EA	RORC	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS03D61E885	RORC	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
RORC	P51449	False	RORG_HUMAN		CPI-CS0BEF10547	RORC	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
NR1H2	P55055	False	NR1H2_HUMAN		CPI-CS086D3E39F	NR1H2	0.349	0.265	0.271	0.254	0.379	0.429	0.129	0.235
NR1H3	Q13133	False	NR1H3_HUMAN		CPI-CS0DC57DE37	NR1H3	0.007	0.009	0.006	0.005	0.0	0.011	0.0	0.014
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	C3AR1	0.008	0.868	0.028	0.194	0.233	1.899	0.15	0.135
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS00F4019EA	C5AR2	0.0	0.021	0.0	0.0	0.005	0.039	0.0	0.0
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	C5AR2	0.0	0.021	0.0	0.0	0.005	0.039	0.0	0.0
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	C5AR1	0.01	0.823	0.005	0.003	0.138	0.608	0.133	0.008
CRHR1	P34998	False	CRFR1_HUMAN		CPI-SS0A748917D	CRHR1	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003
CRHR1	P34998	False	CRFR1_HUMAN		CPI-SS058394CAD	CRHR1	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0AB1F04A0	CSF1R	0.0	0.152	0.002	0.0	0.159	0.307	0.0	0.0
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS099F73A95	PPARA	0.015	0.022	0.006	0.009	0.019	0.006	0.0	0.015
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS0259A0EB4	PPARA	0.015	0.022	0.006	0.009	0.019	0.006	0.0	0.015
PPARD	Q03181	False	PPARD_HUMAN		CPI-CS0D89E7C19	PPARD	0.006	0.023	0.009	0.003	0.024	0.015	0.0	0.0
PPARG	P37231	False	PPARG_HUMAN		CPI-CS0412B081A	PPARG	0.0	0.067	0.001	0.0	0.016	0.045	0.0	0.0
EDNRB	P24530	False	EDNRB_HUMAN		CPI-SS09B92F236	EDNRB	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	EPHA1	0.0	0.001	0.003	0.018	0.0	0.0	0.0	0.006
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0222DF7B4	EPHA1	0.0	0.001	0.003	0.018	0.0	0.0	0.0	0.006
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05BB5902B	EPHA1	0.0	0.001	0.003	0.018	0.0	0.0	0.0	0.006
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS04E33D0FB	EPHA1	0.0	0.001	0.003	0.018	0.0	0.0	0.0	0.006
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	EPHA4	0.003	0.0	0.005	0.019	0.0	0.0	0.0	0.029
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	EPHA4	0.003	0.0	0.005	0.019	0.0	0.0	0.0	0.029
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	EPHA4	0.003	0.0	0.005	0.019	0.0	0.0	0.0	0.029
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	EPHA4	0.003	0.0	0.005	0.019	0.0	0.0	0.0	0.029
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS03446CB39	EPHA4	0.003	0.0	0.005	0.019	0.0	0.0	0.0	0.029
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS068ACD209	EPHB2	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS06E797E50	EPHB2	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS03C7D1520	EPHB1	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS040D3C47C	EPHB6	0.028	0.01	0.033	0.029	0.0	0.013	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS02B906C26	ERBB3	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	ERBB3	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
ERBB2	P04626	False	ERBB2_HUMAN		CPI-SS03E7FB333	ERBB2	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.006
CR2	P20023	False	CR2_HUMAN		CPI-SS000568A0E	CR2	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS05632AB58	FGFR1	0.005	0.006	0.008	0.006	0.008	0.006	0.0	0.006
AGRN	O00468	False	AGRIN_HUMAN		CPI-SS0C21302BC	AGRN	0.001	0.005	0.0	0.0	0.032	0.0	0.0	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS076940BCD	MERTK	0.0	0.023	0.0	0.0	0.005	0.0	0.0	0.0
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0F7FF099C	MERTK	0.0	0.023	0.0	0.0	0.005	0.0	0.0	0.0
HAVCR2	Q8TDQ0	False	HAVR2_HUMAN		CPI-SS0E23CEB91	HAVCR2	0.007	0.282	0.009	0.043	0.303	0.548	0.0	0.315
P4HB	P07237	False	PDIA1_HUMAN		CPI-SS0CE693E3E	P4HB	0.222	0.258	0.217	0.27	0.44	0.201	0.0	0.315
AXL	P30530	False	UFO_HUMAN		CPI-SS0AE964947	AXL	0.002	0.003	0.001	0.0	0.054	0.0	0.0	0.0
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS0BDA0E5E0	TYRO3	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
HRH1	P35367	False	HRH1_HUMAN		CPI-CS0FF6E7611	HRH1	0.0	0.009	0.003	0.0	0.0	0.003	0.0	0.0
HRH2	P25021	False	HRH2_HUMAN		CPI-CS045AC7D7C	HRH2	0.0	0.003	0.002	0.0	0.005	0.018	0.0	0.0
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS0CBAA9BCC	KIR3DL1	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.023
KIR3DL1	P43629	False	KI3L1_HUMAN		CPI-SS048242083	KIR3DL1	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.023
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0987A89AE	KIR3DL2	0.002	0.019	0.006	0.041	0.0	0.003	0.0	0.094
KIR3DL2	P43630	False	KI3L2_HUMAN		CPI-SS0BDD10277	KIR3DL2	0.002	0.019	0.006	0.041	0.0	0.003	0.0	0.094
KIR2DL1	P43626	False	KI2L1_HUMAN		CPI-SS0ABD11350	KIR2DL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0917CBD53	KIR2DL3	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.089
KLRC1	P26715	False	NKG2A_HUMAN		CPI-SS03EF699C7	KLRC1	0.0	0.001	0.014	0.094	0.0	0.0	0.0	0.698
KLRC2	P26717	False	NKG2C_HUMAN		CPI-SS0C4FA643F	KLRC2	0.0	0.0	0.001	0.057	0.0	0.0	0.0	0.115
KLRK1	P26718	False	NKG2D_HUMAN		CPI-SS03339363E	KLRK1	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS00150FB64	LILRB1	0.027	0.183	0.002	0.044	0.066	0.356	0.0	0.005
LILRB1	Q8NHL6	False	LIRB1_HUMAN		CPI-SS05CE87F88	LILRB1	0.027	0.183	0.002	0.044	0.066	0.356	0.0	0.005
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0A76A8E97	LILRB2	0.01	0.431	0.004	0.0	0.305	0.776	0.0	0.014
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0DBA81CCF	LILRB2	0.01	0.431	0.004	0.0	0.305	0.776	0.0	0.014
LILRB2	Q8N423	False	LIRB2_HUMAN		CPI-SS0EAB03260	LILRB2	0.01	0.431	0.004	0.0	0.305	0.776	0.0	0.014
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	IGF1R	0.008	0.002	0.009	0.009	0.005	0.006	0.0	0.006
TMEM219	Q86XT9	False	TM219_HUMAN		CPI-SS099ACF7FB	TMEM219	0.208	0.36	0.229	0.231	0.441	0.461	0.12	0.236
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	KLRF1	0.001	0.003	0.001	0.045	0.0	0.003	0.0	0.388
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS048E474A5	CYSLTR1	0.05	0.01	0.137	0.005	0.068	0.05	0.09	0.032
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS066F8F865	CYSLTR1	0.05	0.01	0.137	0.005	0.068	0.05	0.09	0.032
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0C4ABE334	CYSLTR1	0.05	0.01	0.137	0.005	0.068	0.05	0.09	0.032
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0215886EA	CYSLTR1	0.05	0.01	0.137	0.005	0.068	0.05	0.09	0.032
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0C1CAC8F7	CYSLTR1	0.05	0.01	0.137	0.005	0.068	0.05	0.09	0.032
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS0891F5216	CYSLTR1	0.05	0.01	0.137	0.005	0.068	0.05	0.09	0.032
CYSLTR1	Q9Y271	False	CLTR1_HUMAN		CPI-CS087E1C654	CYSLTR1	0.05	0.01	0.137	0.005	0.068	0.05	0.09	0.032
CYSLTR2	Q9NS75	False	CLTR2_HUMAN		CPI-CS058C0BB88	CYSLTR2	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CYSLTR2	Q9NS75	False	CLTR2_HUMAN		CPI-CS0E87D8FFA	CYSLTR2	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CYSLTR2	Q9NS75	False	CLTR2_HUMAN		CPI-CS0A0F970F5	CYSLTR2	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CYSLTR2	Q9NS75	False	CLTR2_HUMAN		CPI-CS077A507B6	CYSLTR2	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CYSLTR2	Q9NS75	False	CLTR2_HUMAN		CPI-CS01FC3CF4D	CYSLTR2	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LTB4R	Q15722	False	LT4R1_HUMAN		CPI-CS047D9C0D7	LTB4R	0.0	0.005	0.005	0.003	0.011	0.003	0.0	0.02
LTB4R	Q15722	False	LT4R1_HUMAN		CPI-CS0A5B6BD7A	LTB4R	0.0	0.005	0.005	0.003	0.011	0.003	0.0	0.02
LTBR	P36941	False	TNR3_HUMAN		CPI-SS02C509183	LTBR	0.0	0.054	0.0	0.0	0.05	0.04	0.0	0.003
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	LTBR	0.0	0.054	0.0	0.0	0.05	0.04	0.0	0.003
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	NOTCH1	0.012	0.103	0.004	0.017	0.04	0.04	0.0	0.025
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5A6ADB3	NOTCH1	0.012	0.103	0.004	0.017	0.04	0.04	0.0	0.025
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS052ADA696	NOTCH1	0.012	0.103	0.004	0.017	0.04	0.04	0.0	0.025
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	NOTCH2	0.018	0.1	0.016	0.017	0.066	0.123	0.0	0.021
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS06BBCAC08	NOTCH2	0.018	0.1	0.016	0.017	0.066	0.123	0.0	0.021
